series_id,year,period,value,footnote_codes
PRS30006011      ,1995,Q01,2.6,
PRS30006011      ,1995,Q02,2.1,
PRS30006011      ,1995,Q03,0.9,
PRS30006011      ,1995,Q04,0.1,
PRS30006011      ,1995,Q05,1.4,
PRS30006011      ,1996,Q01,-0.2,
PRS30006011      ,1996,Q02,-0.3,
PRS30006011      ,1996,Q03,-0.1,
PRS30006011      ,1996,Q04,0.2,
PRS30006011      ,1996,Q05,-0.1,
PRS30006011      ,1997,Q01,0.3,
PRS30006011      ,1997,Q02,0.7,
PRS30006011      ,1997,Q03,1.0,
PRS30006011      ,1997,Q04,1.5,
PRS30006011      ,1997,Q05,0.9,
PRS30006011      ,1998,Q01,1.6,
PRS30006011      ,1998,Q02,1.6,
PRS30006011      ,1998,Q03,0.5,
PRS30006011      ,1998,Q04,-0.3,
PRS30006011      ,1998,Q05,0.8,
PRS30006011      ,1999,Q01,-1.4,
PRS30006011      ,1999,Q02,-2.0,
PRS30006011      ,1999,Q03,-1.1,
PRS30006011      ,1999,Q04,-1.6,
PRS30006011      ,1999,Q05,-1.6,
PRS30006011      ,2000,Q01,-0.7,
PRS30006011      ,2000,Q02,0.3,
PRS30006011      ,2000,Q03,-0.3,
PRS30006011      ,2000,Q04,-0.3,
PRS30006011      ,2000,Q05,-0.3,
PRS30006011      ,2001,Q01,-1.4,
PRS30006011      ,2001,Q02,-4.0,
PRS30006011      ,2001,Q03,-5.5,
PRS30006011      ,2001,Q04,-7.8,
PRS30006011      ,2001,Q05,-4.6,
PRS30006011      ,2002,Q01,-8.7,
PRS30006011      ,2002,Q02,-8.1,
PRS30006011      ,2002,Q03,-6.8,
PRS30006011      ,2002,Q04,-5.2,
PRS30006011      ,2002,Q05,-7.2,
PRS30006011      ,2003,Q01,-4.4,
PRS30006011      ,2003,Q02,-4.7,
PRS30006011      ,2003,Q03,-5.2,
PRS30006011      ,2003,Q04,-4.4,
PRS30006011      ,2003,Q05,-4.7,
PRS30006011      ,2004,Q01,-3.4,
PRS30006011      ,2004,Q02,-1.7,
PRS30006011      ,2004,Q03,-0.4,
PRS30006011      ,2004,Q04,0.1,
PRS30006011      ,2004,Q05,-1.4,
PRS30006011      ,2005,Q01,-0.1,
PRS30006011      ,2005,Q02,-0.2,
PRS30006011      ,2005,Q03,-0.9,
PRS30006011      ,2005,Q04,-0.8,
PRS30006011      ,2005,Q05,-0.5,
PRS30006011      ,2006,Q01,-0.2,
PRS30006011      ,2006,Q02,-0.3,
PRS30006011      ,2006,Q03,-0.5,
PRS30006011      ,2006,Q04,-1.3,
PRS30006011      ,2006,Q05,-0.6,
PRS30006011      ,2007,Q01,-1.5,
PRS30006011      ,2007,Q02,-1.7,
PRS30006011      ,2007,Q03,-1.8,
PRS30006011      ,2007,Q04,-1.8,
PRS30006011      ,2007,Q05,-1.7,
PRS30006011      ,2008,Q01,-2.5,
PRS30006011      ,2008,Q02,-2.8,
PRS30006011      ,2008,Q03,-3.5,
PRS30006011      ,2008,Q04,-5.5,
PRS30006011      ,2008,Q05,-3.6,
PRS30006011      ,2009,Q01,-9.3,
PRS30006011      ,2009,Q02,-12.3,
PRS30006011      ,2009,Q03,-12.3,
PRS30006011      ,2009,Q04,-11.1,
PRS30006011      ,2009,Q05,-11.3,
PRS30006011      ,2010,Q01,-7.2,
PRS30006011      ,2010,Q02,-3.0,
PRS30006011      ,2010,Q03,-1.1,
PRS30006011      ,2010,Q04,0.4,
PRS30006011      ,2010,Q05,-2.8,
PRS30006011      ,2011,Q01,1.4,
PRS30006011      ,2011,Q02,1.4,
PRS30006011      ,2011,Q03,1.0,
PRS30006011      ,2011,Q04,1.6,
PRS30006011      ,2011,Q05,1.3,
PRS30006011      ,2012,Q01,1.8,
PRS30006011      ,2012,Q02,1.9,
PRS30006011      ,2012,Q03,2.3,
PRS30006011      ,2012,Q04,1.6,
PRS30006011      ,2012,Q05,1.9,
PRS30006011      ,2013,Q01,1.3,
PRS30006011      ,2013,Q02,0.2,
PRS30006011      ,2013,Q03,0.2,
PRS30006011      ,2013,Q04,0.7,
PRS30006011      ,2013,Q05,0.6,
PRS30006011      ,2014,Q01,0.6,
PRS30006011      ,2014,Q02,1.3,
PRS30006011      ,2014,Q03,1.5,
PRS30006011      ,2014,Q04,1.9,
PRS30006011      ,2014,Q05,1.3,
PRS30006011      ,2015,Q01,1.3,
PRS30006011      ,2015,Q02,1.5,
PRS30006011      ,2015,Q03,1.3,
PRS30006011      ,2015,Q04,0.8,
PRS30006011      ,2015,Q05,1.3,
PRS30006011      ,2016,Q01,0.4,
PRS30006011      ,2016,Q02,0.0,
PRS30006011      ,2016,Q03,-0.1,
PRS30006011      ,2016,Q04,-0.4,
PRS30006011      ,2016,Q05,0.0,
PRS30006011      ,2017,Q01,0.5,
PRS30006011      ,2017,Q02,0.6,
PRS30006011      ,2017,Q03,0.9,
PRS30006011      ,2017,Q04,1.7,
PRS30006011      ,2017,Q05,0.9,
PRS30006011      ,2018,Q01,1.4,
PRS30006011      ,2018,Q02,1.6,
PRS30006011      ,2018,Q03,1.7,
PRS30006011      ,2018,Q04,1.8,
PRS30006011      ,2018,Q05,1.6,
PRS30006011      ,2019,Q01,1.6,
PRS30006011      ,2019,Q02,1.2,R
PRS30006011      ,2019,Q03,1.2,R
PRS30006011      ,2019,Q04,0.2,R
PRS30006011      ,2019,Q05,1.1,R
PRS30006011      ,2020,Q01,-0.8,R
PRS30006011      ,2020,Q02,-8.3,R
PRS30006011      ,2020,Q03,-6.2,R
PRS30006011      ,2020,Q04,-4.5,R
PRS30006011      ,2020,Q05,-4.9,R
PRS30006012      ,1995,Q01,1.5,
PRS30006012      ,1995,Q02,-0.1,
PRS30006012      ,1995,Q03,-1.1,
PRS30006012      ,1995,Q04,0.1,
PRS30006012      ,1995,Q05,1.4,
PRS30006012      ,1996,Q01,0.4,
PRS30006012      ,1996,Q02,-0.5,
PRS30006012      ,1996,Q03,-0.2,
PRS30006012      ,1996,Q04,1.0,
PRS30006012      ,1996,Q05,-0.1,
PRS30006012      ,1997,Q01,1.0,
PRS30006012      ,1997,Q02,1.0,
PRS30006012      ,1997,Q03,0.8,
PRS30006012      ,1997,Q04,3.1,
PRS30006012      ,1997,Q05,0.9,
PRS30006012      ,1998,Q01,1.4,
PRS30006012      ,1998,Q02,0.9,
PRS30006012      ,1998,Q03,-3.4,
PRS30006012      ,1998,Q04,0.2,
PRS30006012      ,1998,Q05,0.8,
PRS30006012      ,1999,Q01,-3.3,
PRS30006012      ,1999,Q02,-1.5,
PRS30006012      ,1999,Q03,0.3,
PRS30006012      ,1999,Q04,-1.9,
PRS30006012      ,1999,Q05,-1.6,
PRS30006012      ,2000,Q01,0.2,
PRS30006012      ,2000,Q02,2.4,
PRS30006012      ,2000,Q03,-2.1,
PRS30006012      ,2000,Q04,-1.8,
PRS30006012      ,2000,Q05,-0.3,
PRS30006012      ,2001,Q01,-3.9,
PRS30006012      ,2001,Q02,-8.1,
PRS30006012      ,2001,Q03,-7.9,
PRS30006012      ,2001,Q04,-10.9,
PRS30006012      ,2001,Q05,-4.6,
PRS30006012      ,2002,Q01,-7.6,
PRS30006012      ,2002,Q02,-5.6,
PRS30006012      ,2002,Q03,-2.9,
PRS30006012      ,2002,Q04,-4.7,
PRS30006012      ,2002,Q05,-7.2,
PRS30006012      ,2003,Q01,-4.5,
PRS30006012      ,2003,Q02,-6.9,
PRS30006012      ,2003,Q03,-4.6,
PRS30006012      ,2003,Q04,-1.6,
PRS30006012      ,2003,Q05,-4.7,
PRS30006012      ,2004,Q01,-0.3,
PRS30006012      ,2004,Q02,-0.4,
PRS30006012      ,2004,Q03,0.6,
PRS30006012      ,2004,Q04,0.4,
PRS30006012      ,2004,Q05,-1.4,
PRS30006012      ,2005,Q01,-1.0,
PRS30006012      ,2005,Q02,-0.8,
PRS30006012      ,2005,Q03,-2.4,
PRS30006012      ,2005,Q04,0.9,
PRS30006012      ,2005,Q05,-0.5,
PRS30006012      ,2006,Q01,1.3,
PRS30006012      ,2006,Q02,-0.8,
PRS30006012      ,2006,Q03,-3.3,
PRS30006012      ,2006,Q04,-2.4,
PRS30006012      ,2006,Q05,-0.6,
PRS30006012      ,2007,Q01,0.6,
PRS30006012      ,2007,Q02,-1.8,
PRS30006012      ,2007,Q03,-3.5,
PRS30006012      ,2007,Q04,-2.5,
PRS30006012      ,2007,Q05,-1.7,
PRS30006012      ,2008,Q01,-2.1,
PRS30006012      ,2008,Q02,-3.1,
PRS30006012      ,2008,Q03,-6.2,
PRS30006012      ,2008,Q04,-10.3,
PRS30006012      ,2008,Q05,-3.6,
PRS30006012      ,2009,Q01,-17.1,
PRS30006012      ,2009,Q02,-15.2,
PRS30006012      ,2009,Q03,-6.2,
PRS30006012      ,2009,Q04,-5.1,
PRS30006012      ,2009,Q05,-11.3,
PRS30006012      ,2010,Q01,-1.7,
PRS30006012      ,2010,Q02,1.2,
PRS30006012      ,2010,Q03,1.3,
PRS30006012      ,2010,Q04,0.8,
PRS30006012      ,2010,Q05,-2.8,
PRS30006012      ,2011,Q01,2.2,
PRS30006012      ,2011,Q02,1.4,
PRS30006012      ,2011,Q03,-0.5,
PRS30006012      ,2011,Q04,3.2,
PRS30006012      ,2011,Q05,1.3,
PRS30006012      ,2012,Q01,3.0,
PRS30006012      ,2012,Q02,2.1,
PRS30006012      ,2012,Q03,1.0,
PRS30006012      ,2012,Q04,0.1,
PRS30006012      ,2012,Q05,1.9,
PRS30006012      ,2013,Q01,2.1,
PRS30006012      ,2013,Q02,-2.2,
PRS30006012      ,2013,Q03,0.9,
PRS30006012      ,2013,Q04,2.1,
PRS30006012      ,2013,Q05,0.6,
PRS30006012      ,2014,Q01,1.9,
PRS30006012      ,2014,Q02,0.2,
PRS30006012      ,2014,Q03,1.9,
PRS30006012      ,2014,Q04,3.5,
PRS30006012      ,2014,Q05,1.3,
PRS30006012      ,2015,Q01,-0.3,
PRS30006012      ,2015,Q02,1.1,
PRS30006012      ,2015,Q03,1.1,
PRS30006012      ,2015,Q04,1.4,
PRS30006012      ,2015,Q05,1.3,
PRS30006012      ,2016,Q01,-1.8,
PRS30006012      ,2016,Q02,-0.6,
PRS30006012      ,2016,Q03,0.8,
PRS30006012      ,2016,Q04,0.2,
PRS30006012      ,2016,Q05,0.0,
PRS30006012      ,2017,Q01,1.8,
PRS30006012      ,2017,Q02,-0.3,R
PRS30006012      ,2017,Q03,2.2,
PRS30006012      ,2017,Q04,3.2,R
PRS30006012      ,2017,Q05,0.9,
PRS30006012      ,2018,Q01,0.7,
PRS30006012      ,2018,Q02,0.3,R
PRS30006012      ,2018,Q03,2.7,
PRS30006012      ,2018,Q04,3.4,R
PRS30006012      ,2018,Q05,1.6,
PRS30006012      ,2019,Q01,0.1,R
PRS30006012      ,2019,Q02,-1.1,R
PRS30006012      ,2019,Q03,2.6,R
PRS30006012      ,2019,Q04,-0.8,R
PRS30006012      ,2019,Q05,1.1,R
PRS30006012      ,2020,Q01,-3.8,R
PRS30006012      ,2020,Q02,-27.7,R
PRS30006012      ,2020,Q03,12.0,R
PRS30006012      ,2020,Q04,7.0,R
PRS30006012      ,2020,Q05,-4.9,R
PRS30006013      ,1995,Q01,144.55,
PRS30006013      ,1995,Q02,144.509,
PRS30006013      ,1995,Q03,144.093,
PRS30006013      ,1995,Q04,144.11700000000002,
PRS30006013      ,1995,Q05,144.321,
PRS30006013      ,1996,Q01,144.256,
PRS30006013      ,1996,Q02,144.06,
PRS30006013      ,1996,Q03,143.97899999999998,
PRS30006013      ,1996,Q04,144.35399999999998,
PRS30006013      ,1996,Q05,144.158,
PRS30006013      ,1997,Q01,144.721,
PRS30006013      ,1997,Q02,145.096,
PRS30006013      ,1997,Q03,145.39700000000002,
PRS30006013      ,1997,Q04,146.523,
PRS30006013      ,1997,Q05,145.438,
PRS30006013      ,1998,Q01,147.036,
PRS30006013      ,1998,Q02,147.35399999999998,
PRS30006013      ,1998,Q03,146.091,
PRS30006013      ,1998,Q04,146.148,
PRS30006013      ,1998,Q05,146.661,
PRS30006013      ,1999,Q01,144.916,
PRS30006013      ,1999,Q02,144.35399999999998,
PRS30006013      ,1999,Q03,144.476,
PRS30006013      ,1999,Q04,143.799,
PRS30006013      ,1999,Q05,144.386,
PRS30006013      ,2000,Q01,143.873,
PRS30006013      ,2000,Q02,144.737,
PRS30006013      ,2000,Q03,143.987,
PRS30006013      ,2000,Q04,143.351,
PRS30006013      ,2000,Q05,143.987,
PRS30006013      ,2001,Q01,141.916,
PRS30006013      ,2001,Q02,138.965,
PRS30006013      ,2001,Q03,136.119,
PRS30006013      ,2001,Q04,132.23,
PRS30006013      ,2001,Q05,137.309,
PRS30006013      ,2002,Q01,129.629,
PRS30006013      ,2002,Q02,127.77799999999999,
PRS30006013      ,2002,Q03,126.85700000000001,
PRS30006013      ,2002,Q04,125.34,
PRS30006013      ,2002,Q05,127.40299999999999,
PRS30006013      ,2003,Q01,123.905,
PRS30006013      ,2003,Q02,121.712,
PRS30006013      ,2003,Q03,120.277,
PRS30006013      ,2003,Q04,119.78,
PRS30006013      ,2003,Q05,121.419,
PRS30006013      ,2004,Q01,119.698,
PRS30006013      ,2004,Q02,119.59200000000001,
PRS30006013      ,2004,Q03,119.772,
PRS30006013      ,2004,Q04,119.89399999999999,
PRS30006013      ,2004,Q05,119.73899999999999,
PRS30006013      ,2005,Q01,119.584,
PRS30006013      ,2005,Q02,119.348,
PRS30006013      ,2005,Q03,118.63799999999999,
PRS30006013      ,2005,Q04,118.916,
PRS30006013      ,2005,Q05,119.119,
PRS30006013      ,2006,Q01,119.29899999999999,
PRS30006013      ,2006,Q02,119.046,
PRS30006013      ,2006,Q03,118.04299999999999,
PRS30006013      ,2006,Q04,117.32600000000001,
PRS30006013      ,2006,Q05,118.426,
PRS30006013      ,2007,Q01,117.51299999999999,
PRS30006013      ,2007,Q02,116.98299999999999,
PRS30006013      ,2007,Q03,115.932,
PRS30006013      ,2007,Q04,115.206,
PRS30006013      ,2007,Q05,116.413,
PRS30006013      ,2008,Q01,114.594,
PRS30006013      ,2008,Q02,113.689,
PRS30006013      ,2008,Q03,111.87899999999999,
PRS30006013      ,2008,Q04,108.87899999999999,
PRS30006013      ,2008,Q05,112.26299999999999,
PRS30006013      ,2009,Q01,103.905,
PRS30006013      ,2009,Q02,99.698,
PRS30006013      ,2009,Q03,98.10799999999999,
PRS30006013      ,2009,Q04,96.837,
PRS30006013      ,2009,Q05,99.633,
PRS30006013      ,2010,Q01,96.429,
PRS30006013      ,2010,Q02,96.714,
PRS30006013      ,2010,Q03,97.016,
PRS30006013      ,2010,Q04,97.22,
PRS30006013      ,2010,Q05,96.845,
PRS30006013      ,2011,Q01,97.75,
PRS30006013      ,2011,Q02,98.09200000000001,
PRS30006013      ,2011,Q03,97.97,
PRS30006013      ,2011,Q04,98.744,
PRS30006013      ,2011,Q05,98.141,
PRS30006013      ,2012,Q01,99.478,
PRS30006013      ,2012,Q02,99.992,
PRS30006013      ,2012,Q03,100.245,
PRS30006013      ,2012,Q04,100.277,
PRS30006013      ,2012,Q05,100.0,
PRS30006013      ,2013,Q01,100.807,
PRS30006013      ,2013,Q02,100.236,
PRS30006013      ,2013,Q03,100.473,
PRS30006013      ,2013,Q04,100.98700000000001,
PRS30006013      ,2013,Q05,100.62799999999999,
PRS30006013      ,2014,Q01,101.459,
PRS30006013      ,2014,Q02,101.51700000000001,
PRS30006013      ,2014,Q03,101.99799999999999,
PRS30006013      ,2014,Q04,102.87799999999999,
PRS30006013      ,2014,Q05,101.965,
PRS30006013      ,2015,Q01,102.805,
PRS30006013      ,2015,Q02,103.074,
PRS30006013      ,2015,Q03,103.367,
PRS30006013      ,2015,Q04,103.71799999999999,
PRS30006013      ,2015,Q05,103.245,
PRS30006013      ,2016,Q01,103.26100000000001,
PRS30006013      ,2016,Q02,103.10600000000001,R
PRS30006013      ,2016,Q03,103.302,R
PRS30006013      ,2016,Q04,103.34299999999999,
PRS30006013      ,2016,Q05,103.25299999999999,
PRS30006013      ,2017,Q01,103.79899999999999,R
PRS30006013      ,2017,Q02,103.71,R
PRS30006013      ,2017,Q03,104.264,
PRS30006013      ,2017,Q04,105.096,R
PRS30006013      ,2017,Q05,104.215,R
PRS30006013      ,2018,Q01,105.28299999999999,R
PRS30006013      ,2018,Q02,105.35700000000001,R
PRS30006013      ,2018,Q03,106.05,
PRS30006013      ,2018,Q04,106.947,R
PRS30006013      ,2018,Q05,105.911,
PRS30006013      ,2019,Q01,106.963,R
PRS30006013      ,2019,Q02,106.669,R
PRS30006013      ,2019,Q03,107.36200000000001,R
PRS30006013      ,2019,Q04,107.15899999999999,R
PRS30006013      ,2019,Q05,107.036,R
PRS30006013      ,2020,Q01,106.115,R
PRS30006013      ,2020,Q02,97.848,R
PRS30006013      ,2020,Q03,100.66,R
PRS30006013      ,2020,Q04,102.37299999999999,R
PRS30006013      ,2020,Q05,101.75299999999999,R
PRS30006021      ,1995,Q01,0.7,
PRS30006021      ,1995,Q02,-1.2,
PRS30006021      ,1995,Q03,-1.0,
PRS30006021      ,1995,Q04,-1.4,
PRS30006021      ,1995,Q05,-0.7,
PRS30006021      ,1996,Q01,-2.3,
PRS30006021      ,1996,Q02,0.6,R
PRS30006021      ,1996,Q03,0.7,
PRS30006021      ,1996,Q04,1.0,
PRS30006021      ,1996,Q05,0.0,
PRS30006021      ,1997,Q01,2.7,
PRS30006021      ,1997,Q02,0.8,
PRS30006021      ,1997,Q03,0.6,
PRS30006021      ,1997,Q04,0.5,
PRS30006021      ,1997,Q05,1.1,
PRS30006021      ,1998,Q01,0.0,
PRS30006021      ,1998,Q02,-0.5,R
PRS30006021      ,1998,Q03,-1.0,
PRS30006021      ,1998,Q04,-0.6,
PRS30006021      ,1998,Q05,-0.5,
PRS30006021      ,1999,Q01,-0.7,
PRS30006021      ,1999,Q02,0.0,
PRS30006021      ,1999,Q03,0.6,R
PRS30006021      ,1999,Q04,-0.1,
PRS30006021      ,1999,Q05,0.0,
PRS30006021      ,2000,Q01,0.1,R
PRS30006021      ,2000,Q02,-0.2,
PRS30006021      ,2000,Q03,-0.5,
PRS30006021      ,2000,Q04,-1.4,
PRS30006021      ,2000,Q05,-0.5,
PRS30006021      ,2001,Q01,-1.9,
PRS30006021      ,2001,Q02,-2.1,
PRS30006021      ,2001,Q03,-2.2,
PRS30006021      ,2001,Q04,-1.6,
PRS30006021      ,2001,Q05,-1.9,
PRS30006021      ,2002,Q01,-0.9,
PRS30006021      ,2002,Q02,0.6,R
PRS30006021      ,2002,Q03,0.2,R
PRS30006021      ,2002,Q04,0.7,
PRS30006021      ,2002,Q05,0.1,
PRS30006021      ,2003,Q01,0.2,
PRS30006021      ,2003,Q02,-0.7,
PRS30006021      ,2003,Q03,-0.8,
PRS30006021      ,2003,Q04,0.5,
PRS30006021      ,2003,Q05,-0.2,
PRS30006021      ,2004,Q01,1.5,
PRS30006021      ,2004,Q02,1.0,
PRS30006021      ,2004,Q03,1.3,
PRS30006021      ,2004,Q04,-0.5,
PRS30006021      ,2004,Q05,0.8,
PRS30006021      ,2005,Q01,-1.2,
PRS30006021      ,2005,Q02,-1.3,
PRS30006021      ,2005,Q03,-0.8,R
PRS30006021      ,2005,Q04,0.7,
PRS30006021      ,2005,Q05,-0.6,
PRS30006021      ,2006,Q01,1.1,
PRS30006021      ,2006,Q02,2.2,
PRS30006021      ,2006,Q03,1.9,
PRS30006021      ,2006,Q04,0.4,
PRS30006021      ,2006,Q05,1.4,
PRS30006021      ,2007,Q01,-0.4,R
PRS30006021      ,2007,Q02,0.0,
PRS30006021      ,2007,Q03,0.2,
PRS30006021      ,2007,Q04,0.3,
PRS30006021      ,2007,Q05,0.0,
PRS30006021      ,2008,Q01,0.4,
PRS30006021      ,2008,Q02,-0.1,
PRS30006021      ,2008,Q03,-1.0,
PRS30006021      ,2008,Q04,-2.0,
PRS30006021      ,2008,Q05,-0.7,
PRS30006021      ,2009,Q01,-2.6,R
PRS30006021      ,2009,Q02,-3.2,R
PRS30006021      ,2009,Q03,-1.9,
PRS30006021      ,2009,Q04,0.6,
PRS30006021      ,2009,Q05,-1.8,
PRS30006021      ,2010,Q01,2.4,
PRS30006021      ,2010,Q02,3.3,
PRS30006021      ,2010,Q03,3.6,
PRS30006021      ,2010,Q04,2.0,
PRS30006021      ,2010,Q05,2.9,
PRS30006021      ,2011,Q01,1.0,
PRS30006021      ,2011,Q02,0.8,
PRS30006021      ,2011,Q03,-0.1,
PRS30006021      ,2011,Q04,0.7,
PRS30006021      ,2011,Q05,0.6,
PRS30006021      ,2012,Q01,1.0,
PRS30006021      ,2012,Q02,0.6,
PRS30006021      ,2012,Q03,0.3,R
PRS30006021      ,2012,Q04,-0.1,
PRS30006021      ,2012,Q05,0.4,R
PRS30006021      ,2013,Q01,-0.2,
PRS30006021      ,2013,Q02,-0.1,
PRS30006021      ,2013,Q03,0.3,R
PRS30006021      ,2013,Q04,0.7,
PRS30006021      ,2013,Q05,0.2,R
PRS30006021      ,2014,Q01,-0.2,
PRS30006021      ,2014,Q02,0.5,
PRS30006021      ,2014,Q03,0.4,
PRS30006021      ,2014,Q04,0.3,
PRS30006021      ,2014,Q05,0.2,R
PRS30006021      ,2015,Q01,0.9,R
PRS30006021      ,2015,Q02,-0.2,
PRS30006021      ,2015,Q03,-0.8,R
PRS30006021      ,2015,Q04,-1.0,
PRS30006021      ,2015,Q05,-0.3,
PRS30006021      ,2016,Q01,-0.5,
PRS30006021      ,2016,Q02,-0.1,
PRS30006021      ,2016,Q03,0.5,
PRS30006021      ,2016,Q04,0.4,R
PRS30006021      ,2016,Q05,0.1,R
PRS30006021      ,2017,Q01,0.0,R
PRS30006021      ,2017,Q02,0.1,
PRS30006021      ,2017,Q03,0.2,
PRS30006021      ,2017,Q04,-0.2,R
PRS30006021      ,2017,Q05,0.0,R
PRS30006021      ,2018,Q01,0.2,
PRS30006021      ,2018,Q02,0.3,R
PRS30006021      ,2018,Q03,0.3,R
PRS30006021      ,2018,Q04,0.2,R
PRS30006021      ,2018,Q05,0.2,R
PRS30006021      ,2019,Q01,-1.0,R
PRS30006021      ,2019,Q02,-1.3,R
PRS30006021      ,2019,Q03,-1.9,
PRS30006021      ,2019,Q04,-1.1,R
PRS30006021      ,2019,Q05,-1.3,
PRS30006021      ,2020,Q01,-1.1,R
PRS30006021      ,2020,Q02,-4.8,R
PRS30006021      ,2020,Q03,-0.7,R
PRS30006021      ,2020,Q04,-0.8,
PRS30006021      ,2020,Q05,-1.8,R
PRS30006022      ,1995,Q01,-1.3,R
PRS30006022      ,1995,Q02,-4.9,R
PRS30006022      ,1995,Q03,1.1,R
PRS30006022      ,1995,Q04,-0.4,
PRS30006022      ,1995,Q05,-0.7,
PRS30006022      ,1996,Q01,-4.8,R
PRS30006022      ,1996,Q02,6.7,
PRS30006022      ,1996,Q03,1.7,
PRS30006022      ,1996,Q04,0.8,R
PRS30006022      ,1996,Q05,0.0,
PRS30006022      ,1997,Q01,1.6,
PRS30006022      ,1997,Q02,-0.8,R
PRS30006022      ,1997,Q03,0.7,R
PRS30006022      ,1997,Q04,0.6,
PRS30006022      ,1997,Q05,1.1,
PRS30006022      ,1998,Q01,-0.4,
PRS30006022      ,1998,Q02,-2.8,R
PRS30006022      ,1998,Q03,-1.1,R
PRS30006022      ,1998,Q04,2.1,
PRS30006022      ,1998,Q05,-0.5,
PRS30006022      ,1999,Q01,-0.9,R
PRS30006022      ,1999,Q02,0.1,
PRS30006022      ,1999,Q03,1.3,
PRS30006022      ,1999,Q04,-1.1,
PRS30006022      ,1999,Q05,0.0,
PRS30006022      ,2000,Q01,-0.1,
PRS30006022      ,2000,Q02,-1.1,
PRS30006022      ,2000,Q03,0.4,
PRS30006022      ,2000,Q04,-4.8,
PRS30006022      ,2000,Q05,-0.5,
PRS30006022      ,2001,Q01,-2.1,R
PRS30006022      ,2001,Q02,-1.9,R
PRS30006022      ,2001,Q03,0.2,R
PRS30006022      ,2001,Q04,-2.4,
PRS30006022      ,2001,Q05,-1.9,
PRS30006022      ,2002,Q01,0.7,
PRS30006022      ,2002,Q02,4.0,R
PRS30006022      ,2002,Q03,-1.5,
PRS30006022      ,2002,Q04,-0.3,R
PRS30006022      ,2002,Q05,0.1,
PRS30006022      ,2003,Q01,-1.3,R
PRS30006022      ,2003,Q02,0.3,
PRS30006022      ,2003,Q03,-2.0,
PRS30006022      ,2003,Q04,5.3,
PRS30006022      ,2003,Q05,-0.2,
PRS30006022      ,2004,Q01,2.6,
PRS30006022      ,2004,Q02,-1.9,R
PRS30006022      ,2004,Q03,-0.7,
PRS30006022      ,2004,Q04,-2.0,
PRS30006022      ,2004,Q05,0.8,
PRS30006022      ,2005,Q01,-0.1,R
PRS30006022      ,2005,Q02,-2.2,R
PRS30006022      ,2005,Q03,1.4,
PRS30006022      ,2005,Q04,3.9,R
PRS30006022      ,2005,Q05,-0.6,
PRS30006022      ,2006,Q01,1.5,R
PRS30006022      ,2006,Q02,2.0,R
PRS30006022      ,2006,Q03,0.2,R
PRS30006022      ,2006,Q04,-2.0,
PRS30006022      ,2006,Q05,1.4,
PRS30006022      ,2007,Q01,-1.7,R
PRS30006022      ,2007,Q02,3.7,R
PRS30006022      ,2007,Q03,1.0,R
PRS30006022      ,2007,Q04,-1.8,R
PRS30006022      ,2007,Q05,0.0,
PRS30006022      ,2008,Q01,-1.1,
PRS30006022      ,2008,Q02,1.5,R
PRS30006022      ,2008,Q03,-2.6,
PRS30006022      ,2008,Q04,-5.6,R
PRS30006022      ,2008,Q05,-0.7,
PRS30006022      ,2009,Q01,-3.6,R
PRS30006022      ,2009,Q02,-0.8,R
PRS30006022      ,2009,Q03,2.6,R
PRS30006022      ,2009,Q04,4.6,
PRS30006022      ,2009,Q05,-1.8,
PRS30006022      ,2010,Q01,3.5,R
PRS30006022      ,2010,Q02,2.5,R
PRS30006022      ,2010,Q03,4.0,R
PRS30006022      ,2010,Q04,-1.7,R
PRS30006022      ,2010,Q05,2.9,
PRS30006022      ,2011,Q01,-0.6,
PRS30006022      ,2011,Q02,1.5,
PRS30006022      ,2011,Q03,0.2,R
PRS30006022      ,2011,Q04,1.8,R
PRS30006022      ,2011,Q05,0.6,
PRS30006022      ,2012,Q01,0.4,
PRS30006022      ,2012,Q02,-0.2,R
PRS30006022      ,2012,Q03,-0.6,R
PRS30006022      ,2012,Q04,0.0,
PRS30006022      ,2012,Q05,0.4,R
PRS30006022      ,2013,Q01,0.0,
PRS30006022      ,2013,Q02,0.2,
PRS30006022      ,2013,Q03,0.8,R
PRS30006022      ,2013,Q04,1.7,R
PRS30006022      ,2013,Q05,0.2,R
PRS30006022      ,2014,Q01,-3.5,
PRS30006022      ,2014,Q02,3.2,R
PRS30006022      ,2014,Q03,0.3,R
PRS30006022      ,2014,Q04,1.2,R
PRS30006022      ,2014,Q05,0.2,R
PRS30006022      ,2015,Q01,-0.9,
PRS30006022      ,2015,Q02,-1.3,R
PRS30006022      ,2015,Q03,-2.3,R
PRS30006022      ,2015,Q04,0.4,R
PRS30006022      ,2015,Q05,-0.3,
PRS30006022      ,2016,Q01,1.2,R
PRS30006022      ,2016,Q02,0.6,R
PRS30006022      ,2016,Q03,0.0,R
PRS30006022      ,2016,Q04,-0.2,R
PRS30006022      ,2016,Q05,0.1,R
PRS30006022      ,2017,Q01,-0.2,R
PRS30006022      ,2017,Q02,0.7,R
PRS30006022      ,2017,Q03,0.6,
PRS30006022      ,2017,Q04,-1.8,R
PRS30006022      ,2017,Q05,0.0,R
PRS30006022      ,2018,Q01,1.2,
PRS30006022      ,2018,Q02,1.2,R
PRS30006022      ,2018,Q03,0.8,R
PRS30006022      ,2018,Q04,-2.5,R
